"Id","SalePrice"
1461,114072.71010512
1462,163659.96148443
1463,182100.8366502
1464,199856.843847409
1465,195216.432845032
1466,170545.199148886
1467,180130.828812154
1468,161304.728444279
1469,201593.378624687
1470,115708.327371952
1471,181780.054871134
1472,94307.9572163279
1473,95120.2035213517
1474,148372.689029843
1475,110763.356181218
1476,352070.835085614
1477,247740.7417528
1478,309439.479653405
1479,299838.566416919
1480,453735.210553279
1481,320406.88170202
1482,210033.639663113
1483,179592.019042102
1484,161777.36712705
1485,184219.180575467
1486,192045.359562943
1487,311143.173900083
1488,228364.136065528
1489,197382.52832717
1490,237607.310117004
1491,192317.554725588
1492,91333.5266169183
1493,191925.017595072
1494,292842.230158639
1495,295893.239879727
1496,234405.498612964
1497,184449.958342474
1498,163639.696328099
1499,162684.227606052
1500,156772.079335575
1501,176313.888832761
1502,142820.203251818
1503,287880.860893275
1504,241379.588758247
1505,224968.255147463
1506,194118.770319777
1507,240201.240438928
1508,195957.843823826
1509,164209.314084146
1510,142713.447006084
1511,144368.287504682
1512,177363.336736079
1513,149648.455407632
1514,153699.568203584
1515,198621.647909815
1516,150746.20537054
1517,186940.736414163
1518,130370.185407502
1519,204179.530065491
1520,127434.218684988
1521,131082.389065755
1522,176929.068197447
1523,111111.555440118
1524,126089.302070211
1525,119604.398703373
1526,113044.537373889
1527,102954.674936391
1528,138244.65121378
1529,146568.458691631
1530,190774.314252143
1531,106222.051377465
1532,95776.7976663656
1533,159345.827024893
1534,119971.984003043
1535,149170.990206487
1536,105180.18286646
1537,59618.4583676738
1538,146049.041299876
1539,175159.828752544
1540,94934.353163876
1541,145046.014202403
1542,142783.597386816
1543,187791.620485439
1544,88182.2923598857
1545,121148.810460718
1546,132504.121316401
1547,137176.123963224
1548,141342.3021597
1549,114554.779869943
1550,132557.162075709
1551,110464.889636567
1552,126214.515022814
1553,137809.670348644
1554,117546.952040091
1555,169544.383632503
1556,94838.9484995033
1557,100602.650840457
1558,96431.7780579015
1559,64689.6659301278
1560,134732.701838438
1561,119717.287175844
1562,132484.857636391
1563,118329.308562627
1564,155386.792502928
1565,150558.079145857
1566,253924.9800516
1567,75417.5776938169
1568,231371.226662039
1569,120391.48563562
1570,142036.572526513
1571,122601.610739604
1572,139210.302049895
1573,248335.702546381
1574,119289.255467162
1575,229079.786923801
1576,247326.357517109
1577,177349.836373665
1578,140997.040096369
1579,144727.588393757
1580,196589.285966779
1581,161951.103326902
1582,128194.817823905
1583,287207.940852088
1584,212530.840143224
1585,132834.843376201
1586,67507.2010857036
1587,96251.2404825595
1588,150715.91186647
1589,92827.2337639602
1590,137115.193715325
1591,94745.6291100696
1592,111749.615821356
1593,122223.012132844
1594,167363.424903284
1595,104108.773822941
1596,228638.373362199
1597,195624.722841466
1598,228376.408319844
1599,178116.134914457
1600,167214.660619645
1601,67238.161797768
1602,108845.196924549
1603,78253.4497712469
1604,255307.023227563
1605,238265.331183597
1606,176712.223816414
1607,171747.895736961
1608,205717.229655456
1609,179558.736747692
1610,140800.552677301
1611,140045.539928629
1612,171265.839250744
1613,158961.970530836
1614,118185.852498173
1615,93388.8575491522
1616,78405.5151579414
1617,90532.2405901725
1618,120356.965234358
1619,138163.213955425
1620,124578.176435744
1621,135846.871375091
1622,135389.079423312
1623,263679.980263772
1624,205851.709930889
1625,115815.839193689
1626,166867.573932511
1627,188940.289474391
1628,283454.244532102
1629,176469.937302528
1630,346808.600828748
1631,226568.775856302
1632,249599.534736183
1633,165937.17336161
1634,183487.456148118
1635,177379.149299805
1636,155544.921032303
1637,192703.455544489
1638,190152.213565316
