"Id","SalePrice"
1461,121983.608146024
1462,164850.403858558
1463,182684.541956438
1464,205006.479143868
1465,183872.258441801
1466,175356.05061925
1467,181835.488575752
1468,167758.949647501
1469,207207.152079172
1470,114968.657228499
1471,206308.185522169
1472,94849.4005506865
1473,93697.1734789095
1474,158338.423124459
1475,114069.941242038
1476,350751.405025786
1477,242495.951220826
1478,293165.954536977
1479,286898.002981681
1480,427665.09362614
1481,304920.950546458
1482,206008.422146702
1483,182781.482924206
1484,162081.589358324
1485,178156.427797433
1486,202196.453569646
1487,298781.037866563
1488,166716.642886898
1489,196932.332649409
1490,231466.417212536
1491,198689.685156275
1492,99525.4918279401
1493,179329.669398084
1494,292956.747228238
1495,283470.755548509
1496,231414.09360237
1497,192778.354458946
1498,182849.228435623
1499,165537.70586172
1500,158246.836796055
1501,177028.793289181
1502,151384.969799688
1503,300728.166539915
1504,239867.34442176
1505,220749.896153883
1506,189504.216227771
1507,243558.055522767
1508,208119.414105827
1509,164943.098846398
1510,142914.200194295
1511,163635.703963345
1512,175702.162276423
1513,141040.362976798
1514,147135.127763348
1515,208818.797831242
1516,167430.94749847
1517,184196.117824676
1518,138412.896170173
1519,210724.931225051
1520,127561.286346495
1521,131695.95113888
1522,176169.85040083
1523,112842.642094114
1524,131382.910441193
1525,121044.855364331
1526,112747.984710999
1527,109032.148349204
1528,149061.961048186
1529,142809.107559122
1530,195282.31098314
1531,103646.227740817
1532,103011.003688614
1533,157698.440677153
1534,128729.148962066
1535,162178.748414115
1536,113229.477162092
1537,62580.2378351991
1538,151335.572135109
1539,189357.289284852
1540,97457.9774118982
1541,146379.102178276
1542,132891.052881937
1543,181094.82684354
1544,86676.3126619355
1545,115334.446433678
1546,126943.75192249
1547,134799.554790241
1548,133398.966795217
1549,108957.724371399
1550,129529.441265518
1551,123033.589746087
1552,122875.50297234
1553,140483.763051896
1554,121055.839567603
1555,164652.588625925
1556,166716.642886898
1557,119729.127364404
1558,98798.9795926566
1559,53673.5665111642
1560,161465.081993332
1561,114450.655289967
1562,129027.536514159
1563,112132.019477396
1564,155755.615679728
1565,151763.16527242
1566,254595.182777963
1567,83780.6894457658
1568,218681.920966976
1569,126284.164580245
1570,142906.465646045
1571,127585.822770671
1572,142146.012798064
1573,248315.730884209
1574,124274.750560962
1575,237666.402703145
1576,263425.511387552
1577,180381.260431841
1578,157516.223077383
1579,142064.582813845
1580,196682.227032447
1581,154733.60436424
1582,123397.879258847
1583,295840.019480838
1584,218566.288980342
1585,135351.333224678
1586,166716.642886898
1587,99272.8079977816
1588,148908.868416562
1589,99357.6869496476
1590,140558.478996151
1591,93572.0488908562
1592,119384.271819007
1593,123240.688324202
1594,166716.642886898
1595,108636.59526651
1596,208012.683665766
1597,168609.287607544
1598,201005.792749437
1599,176486.488218517
1600,159884.981240037
1601,64608.9287136682
1602,106024.772664002
1603,64183.0433220639
1604,243272.043196937
1605,256815.599476394
1606,187081.656345281
1607,195339.339000865
1608,213553.82817517
1609,188409.824562455
1610,142897.439028857
1611,144237.45272052
1612,175775.675685146
1613,163766.69232725
1614,118332.06886067
1615,90251.3531867934
1616,77604.5433102778
1617,93787.2017634243
1618,132559.668912627
1619,145498.5471358
1620,153529.110982078
1621,143996.939053768
1622,136148.707011368
1623,280209.22738818
1624,214999.48122639
1625,122588.036673588
1626,172491.751329007
1627,190075.296844295
1628,292185.454761378
1629,172631.786632425
